devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
स्तृ,stṛ,stf,1003,0.007,509,140,202,100,52
छे,che,Ce,994,0.0069,44,510,212,169,56
द्य्,dy,dy,993,0.0069,624,85,189,72,23
द्वै,dvai,dvE,991,0.0069,144,355,241,193,58
द्दे,dde,dde,989,0.0069,80,241,246,319,101
स्थू,sthū,sTU,987,0.0069,153,163,228,361,82
क्तु,ktu,ktu,987,0.0069,228,340,241,150,28
र्चि,rci,rci,976,0.0068,136,386,202,194,58
स्यु,syu,syu,974,0.0068,243,279,246,168,38
जै,jai,jE,972,0.0068,142,330,199,246,55
व्यः,vyaḥ,vyaH,971,0.0068,241,247,258,154,71
स्त्वं,stvaṃ,stvaM,970,0.0068,19,536,185,152,78
ल्व,lva,lva,961,0.0067,56,263,283,260,96
ष्यं,ṣyaṃ,zyaM,959,0.0067,89,222,215,345,88
ख्यं,khyaṃ,KyaM,958,0.0067,42,193,265,350,108
त्तिः,ttiḥ,ttiH,957,0.0067,345,173,255,137,46
द्भिः,dbhiḥ,dBiH,955,0.0067,367,270,174,99,44
म्भो,mbho,mBo,946,0.0066,50,173,356,273,93
ञ्जा,ñjā,YjA,944,0.0066,170,174,142,374,84
रीं,rīṃ,rIM,944,0.0066,83,338,247,209,67
र्गु,rgu,rgu,943,0.0066,13,174,234,432,89
द्धिं,ddhiṃ,dDiM,943,0.0066,66,380,202,203,91
मैः,maiḥ,mEH,939,0.0066,88,396,259,134,62
ञ्जि,ñji,Yji,935,0.0065,56,77,250,423,129
प्तः,ptaḥ,ptaH,933,0.0065,86,404,229,161,53
द्रि,dri,dri,928,0.0065,322,153,203,197,53
प्ति,pti,pti,926,0.0065,84,202,332,255,53
ग्धा,gdhā,gDA,926,0.0065,85,185,314,264,77
न्द्रे,ndre,ndre,919,0.0064,321,303,147,101,47
स्तू,stū,stU,918,0.0064,80,351,203,207,77
प्लु,plu,plu,915,0.0064,44,435,217,176,43
र्ल,rla,rla,907,0.0063,2,248,245,279,120
ज्वा,jvā,jvA,906,0.0063,52,216,189,331,118
षै,ṣai,zE,903,0.0063,153,237,267,191,55
धाः,dhāḥ,DAH,899,0.0063,218,374,163,103,40
ष्ट्रा,ṣṭrā,zwrA,899,0.0063,211,426,166,75,21
गू,gū,gU,897,0.0063,226,264,247,128,32
ङ्गो,ṅgo,Ngo,895,0.0062,77,249,256,242,71
ष्टाः,ṣṭāḥ,zwAH,894,0.0062,159,405,208,74,48
हाः,hāḥ,hAH,893,0.0062,194,269,262,109,59
न्त्रा,ntrā,ntrA,892,0.0062,133,121,237,283,118
प्प,ppa,ppa,890,0.0062,63,127,388,242,70
च्छु,cchu,cCu,890,0.0062,147,145,199,322,76
म्प्रा,mprā,mprA,889,0.0062,24,461,207,128,69
क्ताः,ktāḥ,ktAH,886,0.0062,93,346,222,150,75
द्ध्या,ddhyā,dDyA,883,0.0062,52,383,227,188,33
र्षं,rṣaṃ,rzaM,879,0.0061,64,368,233,188,26
द्यै,dyai,dyE,879,0.0061,53,210,311,237,68
घ्नं,ghnaṃ,GnaM,878,0.0061,46,150,213,405,64
च्छ्रु,cchru,cCru,877,0.0061,14,443,78,276,66
ष्ठः,ṣṭhaḥ,zWaH,874,0.0061,262,342,143,95,32
षू,ṣū,zU,874,0.0061,337,219,204,85,29
द्धिः,ddhiḥ,dDiH,873,0.0061,41,291,253,217,71
ह्णी,hṇī,hRI,873,0.0061,386,242,121,88,36
र्णः,rṇaḥ,rRaH,872,0.0061,104,367,198,161,42
र्वृ,rvṛ,rvf,871,0.0061,16,276,261,221,96
स्वं,svaṃ,svaM,871,0.0061,94,319,268,155,35
न्त्रं,ntraṃ,ntraM,871,0.0061,118,114,92,353,194
न्धं,ndhaṃ,nDaM,869,0.0061,41,181,156,395,96
त्त्र,ttra,ttra,867,0.0061,97,105,222,375,68
घ्रा,ghrā,GrA,865,0.006,83,344,231,129,78
यैः,yaiḥ,yEH,865,0.006,78,337,282,130,38
ह्र,hra,hra,862,0.006,151,303,225,143,40
त्कु,tku,tku,859,0.006,15,188,241,351,64
र्त्य,rtya,rtya,854,0.006,200,225,183,192,53
र्दे,rde,rde,851,0.0059,83,153,325,197,89
स्यं,syaṃ,syaM,851,0.0059,110,251,244,187,59
ग्ना,gnā,gnA,851,0.0059,382,218,101,90,60
म्रा,mrā,mrA,847,0.0059,270,191,174,165,47
प्स्य,psya,psya,846,0.0059,76,500,138,88,44
हौ,hau,hO,845,0.0059,169,255,225,148,48
न्धो,ndho,nDo,844,0.0059,98,206,219,250,71
रुं,ruṃ,ruM,843,0.0059,334,196,149,111,53
ञ्जी,ñjī,YjI,842,0.0059,194,147,296,155,50
द्भा,dbhā,dBA,837,0.0058,35,125,237,358,82
न्मे,nme,nme,832,0.0058,55,428,122,197,30
द्वौ,dvau,dvO,831,0.0058,243,148,249,138,53
त्वो,tvo,tvo,831,0.0058,481,100,120,87,42
त्थं,tthaṃ,tTaM,829,0.0058,47,23,171,494,94
सैः,saiḥ,sEH,826,0.0058,24,216,198,325,63
त्त्वे,ttve,ttve,825,0.0058,6,409,128,213,69
र्जा,rjā,rjA,822,0.0057,233,146,144,235,64
न्धे,ndhe,nDe,815,0.0057,129,182,198,200,106
श्यं,śyaṃ,SyaM,815,0.0057,89,309,226,141,50
क्सं,ksaṃ,ksaM,815,0.0057,28,444,41,16,286
त्सं,tsaṃ,tsaM,814,0.0057,138,106,228,276,66
स्थो,stho,sTo,814,0.0057,93,245,210,188,78
म्बि,mbi,mbi,813,0.0057,24,139,327,268,55
ण्ट,ṇṭa,Rwa,813,0.0057,23,169,268,302,51
म्य्,my,my,813,0.0057,404,159,125,73,52
व्याः,vyāḥ,vyAH,813,0.0057,324,164,185,105,35
ध्वा,dhvā,DvA,812,0.0057,174,142,144,317,35
त्थि,tthi,tTi,811,0.0057,37,317,227,180,50
र्नि,rni,rni,810,0.0057,47,99,261,320,83
न्नः,nnaḥ,nnaH,808,0.0056,94,340,219,101,54
ष्णी,ṣṇī,zRI,808,0.0056,367,213,159,47,22
त्ने,tne,tne,804,0.0056,25,179,236,268,96
र्मः,rmaḥ,rmaH,803,0.0056,89,437,132,110,35
प्सु,psu,psu,803,0.0056,446,167,122,47,21
ढं,ḍhaṃ,QaM,803,0.0056,45,170,184,290,113
म्न,mna,mna,801,0.0056,190,322,132,113,44
भाः,bhāḥ,BAH,800,0.0056,38,449,186,103,24
प्यु,pyu,pyu,798,0.0056,36,397,175,167,23
ङ्मु,ṅmu,Nmu,796,0.0056,198,224,250,87,37
द्यः,dyaḥ,dyaH,796,0.0056,100,144,286,213,51
विः,viḥ,viH,795,0.0055,451,123,114,82,25
चौ,cau,cO,794,0.0055,187,167,269,118,53
व्रा,vrā,vrA,793,0.0055,181,234,159,200,19
ज्ञां,jñāṃ,jYAM,790,0.0055,23,450,157,127,33
व्यू,vyū,vyU,789,0.0055,179,409,68,103,28
म्ये,mye,mye,789,0.0055,122,264,206,155,42
ग्धं,gdhaṃ,gDaM,788,0.0055,46,95,242,308,97
गां,gāṃ,gAM,785,0.0055,182,261,170,112,60
ग्रं,graṃ,graM,781,0.0055,231,233,166,88,63
म्पू,mpū,mpU,777,0.0054,22,229,255,159,112
प्रं,praṃ,praM,775,0.0054,78,416,109,116,56
न्तौ,ntau,ntO,774,0.0054,160,357,146,72,39
ब्दा,bdā,bdA,773,0.0054,32,131,271,196,140
ल्गु,lgu,lgu,772,0.0054,124,388,93,138,29
स्रे,sre,sre,770,0.0054,116,310,190,66,88
म्पा,mpā,mpA,770,0.0054,100,349,193,74,54
लू,lū,lU,769,0.0054,158,206,204,158,43
र्वाः,rvāḥ,rvAH,767,0.0054,215,337,121,65,29
ण्ठ,ṇṭha,RWa,766,0.0053,21,107,268,265,105
ष्णे,ṣṇe,zRe,766,0.0053,129,225,253,115,44
र्तृ,rtṛ,rtf,763,0.0053,20,203,189,324,27
न्दः,ndaḥ,ndaH,761,0.0053,358,121,97,138,47
चुः,cuḥ,cuH,761,0.0053,115,225,263,90,68
व्यां,vyāṃ,vyAM,759,0.0053,138,305,156,99,61
ङ्गी,ṅgī,NgI,758,0.0053,31,134,202,305,86
र्यां,ryāṃ,ryAM,758,0.0053,59,344,148,156,51
च्चै,ccai,ccE,756,0.0053,107,300,226,79,44
ष्टिं,ṣṭiṃ,zwiM,753,0.0053,200,178,192,135,48
ष्ठी,ṣṭhī,zWI,753,0.0053,173,107,265,127,81
र्पा,rpā,rpA,751,0.0052,95,170,218,220,48
त्याः,tyāḥ,tyAH,750,0.0052,355,176,137,45,37
क्रू,krū,krU,749,0.0052,107,307,202,103,30
द्गु,dgu,dgu,741,0.0052,12,97,200,319,111
स्वी,svī,svI,741,0.0052,128,322,88,152,51
त्सि,tsi,tsi,741,0.0052,105,160,261,178,37
त्रिः,triḥ,triH,738,0.0052,444,95,72,86,41
भ्रं,bhraṃ,BraM,736,0.0051,50,100,121,369,96
धिं,dhiṃ,DiM,734,0.0051,67,223,197,167,80
ल्पि,lpi,lpi,729,0.0051,10,224,265,192,38
त्यां,tyāṃ,tyAM,728,0.0051,153,210,196,123,46
म्भी,mbhī,mBI,727,0.0051,62,243,224,145,53
त्स्या,tsyā,tsyA,726,0.0051,55,303,147,184,37
स्तै,stai,stE,725,0.0051,16,283,224,167,35
तोः,toḥ,toH,721,0.005,111,369,82,75,84
निं,niṃ,niM,719,0.005,210,232,135,82,59
च्छ्र,cchra,cCra,708,0.0049,134,187,183,133,71
द्भू,dbhū,dBU,708,0.0049,19,107,226,282,74
र्गो,rgo,rgo,706,0.0049,182,120,180,188,36
ट्ट,ṭṭa,wwa,706,0.0049,5,116,216,289,80
त्से,tse,tse,702,0.0049,78,158,119,308,39
र्णी,rṇī,rRI,699,0.0049,49,73,156,369,52
व्री,vrī,vrI,698,0.0049,264,156,163,93,22
श्वं,śvaṃ,SvaM,695,0.0049,283,157,97,135,23
य्या,yyā,yyA,692,0.0048,190,183,182,110,27
र्श्व,rśva,rSva,689,0.0048,36,176,302,119,56
न्था,nthā,nTA,689,0.0048,219,194,132,80,64
र्बु,rbu,rbu,688,0.0048,85,224,234,100,45
र्भे,rbhe,rBe,687,0.0048,169,77,129,230,82
ल्पे,lpe,lpe,686,0.0048,124,200,240,75,47
व्यु,vyu,vyu,683,0.0048,263,159,120,97,43
न्द्धे,nddhe,ndDe,680,0.0047,674,0,0,2,4
श्वो,śvo,Svo,678,0.0047,342,167,105,56,8
म्यं,myaṃ,myaM,678,0.0047,90,186,161,188,53
श्नु,śnu,Snu,678,0.0047,305,247,63,34,29
शुः,śuḥ,SuH,678,0.0047,267,224,97,79,11
ष्का,ṣkā,zkA,677,0.0047,137,145,197,142,56
प्यं,pyaṃ,pyaM,677,0.0047,22,85,110,333,127
श्चो,śco,Sco,675,0.0047,46,276,231,97,25
त्स्व,tsva,tsva,675,0.0047,83,137,116,294,45
क्लि,kli,kli,673,0.0047,16,358,205,66,28
य्य,yya,yya,672,0.0047,167,191,184,111,19
तीः,tīḥ,tIH,672,0.0047,515,78,43,27,9
त्र्या,tryā,tryA,671,0.0047,327,102,100,100,42
श्मि,śmi,Smi,668,0.0047,232,198,153,60,25
र्दू,rdū,rdU,668,0.0047,25,499,101,20,23
क्षुः,kṣuḥ,kzuH,665,0.0046,312,126,103,96,27
द्रः,draḥ,draH,664,0.0046,174,189,187,80,34
ल्लि,lli,lli,657,0.0046,45,49,205,293,65
णीं,ṇīṃ,RIM,657,0.0046,110,237,138,118,54
फे,phe,Pe,656,0.0046,44,120,306,139,47
घ्रं,ghraṃ,GraM,655,0.0046,25,367,107,87,69
त्राः,trāḥ,trAH,653,0.0046,173,235,147,61,37
न्तां,ntāṃ,ntAM,652,0.0046,188,216,149,80,18
स्तां,stāṃ,stAM,651,0.0045,48,284,152,137,30
ब्धा,bdhā,bDA,650,0.0045,93,240,176,111,29
ध्र,dhra,Dra,649,0.0045,222,145,165,99,18
ल्ला,llā,llA,647,0.0045,9,143,202,238,55
लिः,liḥ,liH,644,0.0045,41,265,164,146,28
न्यै,nyai,nyE,644,0.0045,61,220,191,132,39
ह्ण,hṇa,hRa,643,0.0045,241,191,109,81,21
न्त्र्य,ntrya,ntrya,643,0.0045,157,183,78,194,31
जौ,jau,jO,641,0.0045,115,328,119,59,20
म्बू,mbū,mbU,641,0.0045,6,179,194,199,63
प्मा,pmā,pmA,639,0.0045,505,84,36,6,8
ल्क,lka,lka,635,0.0044,40,128,249,167,51
ब्दे,bde,bde,633,0.0044,27,194,129,225,58
डी,ḍī,qI,628,0.0044,48,57,156,242,123
भ्यं,bhyaṃ,ByaM,627,0.0044,252,105,179,62,29
न्थ,ntha,nTa,627,0.0044,217,87,172,120,30
स्थौ,sthau,sTO,627,0.0044,59,227,136,174,31
थां,thāṃ,TAM,627,0.0044,96,228,126,147,30
त्पि,tpi,tpi,626,0.0044,43,116,179,232,56
र्धे,rdhe,rDe,626,0.0044,277,70,120,116,43
त्त्वो,ttvo,ttvo,624,0.0044,11,354,101,66,92
चिः,ciḥ,ciH,622,0.0043,110,193,151,121,47
ड्य,ḍya,qya,622,0.0043,40,208,186,129,59
र्द्र,rdra,rdra,622,0.0043,49,71,159,279,64
त्वै,tvai,tvE,619,0.0043,147,155,127,165,25
धैः,dhaiḥ,DEH,615,0.0043,24,210,172,115,94
ल्ली,llī,llI,614,0.0043,2,38,83,423,68
श्लो,ślo,Slo,613,0.0043,163,201,115,97,34
ष्टिः,ṣṭiḥ,zwiH,611,0.0043,184,100,120,150,57
धीः,dhīḥ,DIH,609,0.0043,157,82,66,246,58
ङ्क्ते,ṅkte,Nkte,609,0.0043,280,153,73,84,19
रृ,rṛ,rf,608,0.0042,332,89,92,72,23
डे,ḍe,qe,608,0.0042,117,47,107,288,49
न्वे,nve,nve,607,0.0042,259,162,103,65,18
न्त्,nt,nt,606,0.0042,591,8,1,0,6
प्रै,prai,prE,606,0.0042,403,101,39,16,47
न्दं,ndaṃ,ndaM,604,0.0042,33,131,205,169,66
श्न,śna,Sna,602,0.0042,310,129,83,60,20
त्ती,ttī,ttI,601,0.0042,64,97,125,188,127
ज्रं,jraṃ,jraM,599,0.0042,113,52,35,342,57
र्षी,rṣī,rzI,599,0.0042,173,279,82,44,21
र्तं,rtaṃ,rtaM,599,0.0042,84,224,124,118,49
स्त्रिं,striṃ,striM,597,0.0042,242,136,130,50,39
न्स,nsa,nsa,597,0.0042,10,22,212,284,69
णिः,ṇiḥ,RiH,596,0.0042,212,170,96,82,36
ण्डो,ṇḍo,Rqo,596,0.0042,38,219,167,125,47
न्मू,nmū,nmU,592,0.0041,11,109,157,257,58
त्म्य,tmya,tmya,590,0.0041,10,100,162,104,214
ग्मु,gmu,gmu,589,0.0041,22,398,114,27,28
र्वां,rvāṃ,rvAM,588,0.0041,119,295,98,51,25
गैः,gaiḥ,gEH,588,0.0041,42,283,134,87,42
न्दां,ndāṃ,ndAM,587,0.0041,467,53,32,21,14
ङ्कि,ṅki,Nki,586,0.0041,1,171,165,182,67
धां,dhāṃ,DAM,585,0.0041,148,249,84,69,35
भ्ये,bhye,Bye,581,0.0041,74,226,89,185,7
र्तुं,rtuṃ,rtuM,580,0.004,21,319,114,97,28
न्दी,ndī,ndI,579,0.004,110,75,213,137,44
व्यै,vyai,vyE,579,0.004,204,146,121,81,27
ङ्गः,ṅgaḥ,NgaH,576,0.004,81,162,152,147,34
सुः,suḥ,suH,576,0.004,156,211,105,67,37
च्छं,cchaṃ,cCaM,571,0.004,202,85,92,146,46
म्रि,mri,mri,570,0.004,129,83,65,240,53
त्क्ष,tkṣa,tkza,569,0.004,6,55,107,334,67
द्मा,dmā,dmA,567,0.004,65,113,161,169,59
म्बी,mbī,mbI,565,0.0039,9,16,61,412,67
द्ब,dba,dba,565,0.0039,25,120,176,218,26
म्भू,mbhū,mBU,563,0.0039,50,158,172,127,56
क्तिः,ktiḥ,ktiH,562,0.0039,37,60,157,244,64
हां,hāṃ,hAM,562,0.0039,63,201,116,151,31
र्ना,rnā,rnA,561,0.0039,16,56,245,183,60
न्थि,nthi,nTi,559,0.0039,147,48,168,169,27
र्ण्य,rṇya,rRya,558,0.0039,7,74,228,225,24
स्नु,snu,snu,558,0.0039,26,131,114,241,46
न्तुं,ntuṃ,ntuM,557,0.0039,44,289,102,92,30
ष्णि,ṣṇi,zRi,552,0.0039,212,186,90,51,13
श्ना,śnā,SnA,552,0.0039,358,96,46,32,20
श्नी,śnī,SnI,552,0.0039,288,100,113,31,20
ल्ये,lye,lye,551,0.0038,33,175,142,160,41
न्तीं,ntīṃ,ntIM,551,0.0038,56,284,104,80,27
न्धः,ndhaḥ,nDaH,550,0.0038,86,124,140,152,48
स्रः,sraḥ,sraH,548,0.0038,322,55,77,33,61
लिं,liṃ,liM,548,0.0038,115,150,115,127,41
ल्यो,lyo,lyo,548,0.0038,36,233,129,120,30
ञ्चि,ñci,Yci,547,0.0038,47,77,176,171,76
त्रां,trāṃ,trAM,547,0.0038,71,256,112,83,25
ग्नेः,gneḥ,gneH,547,0.0038,459,34,27,16,11
ष्टी,ṣṭī,zwI,545,0.0038,188,43,112,128,74
ब्दो,bdo,bdo,545,0.0038,18,144,188,162,31
र्युः,ryuḥ,ryuH,539,0.0038,442,47,23,7,20
ग्म,gma,gma,538,0.0038,195,146,64,104,29
द्यौ,dyau,dyO,536,0.0037,373,72,48,35,8
व्य्,vy,vy,535,0.0037,483,6,9,29,8
स्तौ,stau,stO,534,0.0037,167,167,113,68,19
द्धाः,ddhāḥ,dDAH,533,0.0037,89,245,118,57,24
र्घा,rghā,rGA,530,0.0037,131,136,123,90,50
थी,thī,TI,528,0.0037,145,221,99,48,15
क्ष्मा,kṣmā,kzmA,526,0.0037,84,86,165,146,45
त्रीं,trīṃ,trIM,526,0.0037,236,96,109,53,32
द्यां,dyāṃ,dyAM,526,0.0037,137,151,108,97,33
म्बा,mbā,mbA,525,0.0037,49,136,201,94,45
न्व्,nv,nv,524,0.0037,421,18,54,20,11
र्थी,rthī,rTI,524,0.0037,73,177,126,106,42
ठि,ṭhi,Wi,523,0.0037,2,54,179,211,77
र्वः,rvaḥ,rvaH,520,0.0036,194,124,105,75,22
स्युः,syuḥ,syuH,518,0.0036,192,86,120,89,31
क्ष्णं,kṣṇaṃ,kzRaM,518,0.0036,5,120,112,209,72
क्ये,kye,kye,517,0.0036,121,160,94,74,68
ग्व,gva,gva,515,0.0036,107,52,149,169,38
पुः,puḥ,puH,515,0.0036,51,127,169,142,26
जैः,jaiḥ,jEH,515,0.0036,17,165,176,123,34
ष्वे,ṣve,zve,514,0.0036,96,153,166,86,13
ष्णः,ṣṇaḥ,zRaH,513,0.0036,124,109,139,104,37
त्तिं,ttiṃ,ttiM,513,0.0036,41,268,112,70,22
न्मृ,nmṛ,nmf,512,0.0036,47,131,73,201,60
पैः,paiḥ,pEH,511,0.0036,41,161,163,66,80
प्सि,psi,psi,509,0.0036,10,214,110,112,63
ल्पं,lpaṃ,lpaM,506,0.0035,38,146,175,115,32
र्गः,rgaḥ,rgaH,505,0.0035,93,159,130,104,19
च्छ्रा,cchrā,cCrA,504,0.0035,52,120,201,94,37
ग्रो,gro,gro,504,0.0035,132,120,167,66,19
घां,ghāṃ,GAM,504,0.0035,104,306,55,31,8
क्तिं,ktiṃ,ktiM,504,0.0035,42,198,93,113,58
क्ष्मी,kṣmī,kzmI,502,0.0035,26,91,195,134,56
ष्टां,ṣṭāṃ,zwAM,501,0.0035,58,177,134,93,39
ठा,ṭhā,WA,499,0.0035,3,51,192,206,46
घ्नी,ghnī,GnI,498,0.0035,100,47,57,264,30
ष्टुं,ṣṭuṃ,zwuM,497,0.0035,3,269,121,90,14
म्भे,mbhe,mBe,494,0.0034,91,96,149,106,52
म्ले,mle,mle,494,0.0034,7,79,75,263,70
खाः,khāḥ,KAH,492,0.0034,63,204,118,75,32
त्त्रि,ttri,ttri,491,0.0034,46,51,86,260,48
त्नं,tnaṃ,tnaM,490,0.0034,68,172,110,97,43
स्थः,sthaḥ,sTaH,489,0.0034,79,155,132,94,29
क्ष्ये,kṣye,kzye,489,0.0034,14,131,128,174,42
र्भू,rbhū,rBU,481,0.0034,36,112,196,87,50
स्व्,sv,sv,480,0.0034,315,47,78,30,10
र्हा,rhā,rhA,477,0.0033,77,256,73,50,21
न्त्व्,ntv,ntv,477,0.0033,417,20,14,8,18
स्मी,smī,smI,476,0.0033,48,138,65,180,45
न्मि,nmi,nmi,475,0.0033,44,113,130,163,25
ध्ना,dhnā,DnA,475,0.0033,251,37,84,64,39
र्याः,ryāḥ,ryAH,475,0.0033,85,163,134,68,25
ष्,ṣ,z,474,0.0033,416,42,4,7,5
ब्दः,bdaḥ,bdaH,473,0.0033,17,181,176,87,12
द्रू,drū,drU,472,0.0033,40,73,129,190,40
न्ध्या,ndhyā,nDyA,472,0.0033,80,36,77,204,75
ष्ट्रं,ṣṭraṃ,zwraM,468,0.0033,111,271,34,46,6
र्विं,rviṃ,rviM,466,0.0033,254,47,63,63,39
क्तै,ktai,ktE,464,0.0032,25,159,164,92,24
ष्पि,ṣpi,zpi,464,0.0032,26,234,66,124,14
ङ्क्ष,ṅkṣa,Nkza,463,0.0032,23,214,141,52,33
ण्यो,ṇyo,Ryo,460,0.0032,136,139,96,58,31
श्वः,śvaḥ,SvaH,459,0.0032,266,91,68,23,11
ल्वे,lve,lve,459,0.0032,3,68,15,321,52
ण्डः,ṇḍaḥ,RqaH,458,0.0032,44,227,93,77,17
ष्यो,ṣyo,zyo,457,0.0032,88,152,78,103,36
ण्यां,ṇyāṃ,RyAM,457,0.0032,102,123,112,86,34
न्ताः,ntāḥ,ntAH,456,0.0032,88,156,120,57,35
द्व्य,dvya,dvya,455,0.0032,112,65,167,85,26
त्रू,trū,trU,455,0.0032,149,227,37,30,12
द्याः,dyāḥ,dyAH,454,0.0032,53,89,159,117,36
नुं,nuṃ,nuM,454,0.0032,90,106,138,76,44
लीं,līṃ,lIM,454,0.0032,80,109,86,120,59
ङ्घ,ṅgha,NGa,453,0.0032,33,128,177,79,36
द्ध्यै,ddhyai,dDyE,452,0.0032,358,13,19,51,11
ह्न,hna,hna,451,0.0031,112,88,135,79,37
श्ल,śla,Sla,451,0.0031,18,132,155,120,26
स्त्वा,stvā,stvA,450,0.0031,162,125,83,49,31
त्पू,tpū,tpU,449,0.0031,119,25,88,182,35
बृं,bṛṃ,bfM,449,0.0031,10,113,200,100,26
प्न,pna,pna,449,0.0031,99,95,146,92,17
र्शा,rśā,rSA,449,0.0031,31,162,96,133,27
ग्धे,gdhe,gDe,448,0.0031,53,43,132,178,42
स्त्रै,strai,strE,448,0.0031,15,223,109,72,29
क्म,kma,kma,447,0.0031,162,175,47,23,40
त्फ,tpha,tPa,446,0.0031,1,31,124,161,129
द्धै,ddhai,dDE,444,0.0031,104,129,113,62,36
द्ध्य,ddhya,dDya,443,0.0031,17,114,144,130,38
च्यं,cyaṃ,cyaM,443,0.0031,15,72,52,270,33
टः,ṭaḥ,waH,442,0.0031,22,105,103,191,21
ष्णुः,ṣṇuḥ,zRuH,442,0.0031,165,61,148,43,25
हीं,hīṃ,hIM,441,0.0031,32,286,38,56,29
हुं,huṃ,huM,441,0.0031,37,155,58,105,86
थ्यं,thyaṃ,TyaM,436,0.003,41,159,69,141,26
वुः,vuḥ,vuH,436,0.003,93,196,112,28,7
भ्रु,bhru,Bru,435,0.003,87,142,111,71,24
डं,ḍaṃ,qaM,435,0.003,59,43,117,166,50
ग्वि,gvi,gvi,434,0.003,26,132,150,95,31
ष्कं,ṣkaṃ,zkaM,434,0.003,17,32,84,263,38
र्भो,rbho,rBo,433,0.003,133,75,131,73,21
त्त्रा,ttrā,ttrA,433,0.003,35,65,90,219,24
भां,bhāṃ,BAM,433,0.003,27,204,95,85,22
ञ्छ,ñcha,YCa,432,0.003,92,74,112,118,36
र्णां,rṇāṃ,rRAM,431,0.003,67,183,71,87,23
र्वैः,rvaiḥ,rvEH,431,0.003,96,181,92,37,25
ञ्चे,ñce,Yce,429,0.003,125,96,96,83,29
म्नि,mni,mni,429,0.003,61,64,101,177,26
क्तौ,ktau,ktO,428,0.003,57,128,101,82,60
डू,ḍū,qU,427,0.003,10,112,135,130,40
र्छि,rchi,rCi,427,0.003,0,146,79,156,46
द्वं,dvaṃ,dvaM,426,0.003,44,101,43,207,31
न्याः,nyāḥ,nyAH,425,0.003,109,141,104,51,20
द्यू,dyū,dyU,425,0.003,49,236,81,52,7
ज्ज्व,jjva,jjva,424,0.003,10,101,137,136,40
हिः,hiḥ,hiH,424,0.003,75,46,99,170,34
म्भि,mbhi,mBi,423,0.003,33,92,149,117,32
र्भं,rbhaṃ,rBaM,423,0.003,160,105,80,54,24
म्यां,myāṃ,myAM,422,0.0029,62,92,105,85,78
त्प्रा,tprā,tprA,416,0.0029,41,17,122,207,29
ज्रा,jrā,jrA,416,0.0029,58,95,61,169,33
णिं,ṇiṃ,RiM,416,0.0029,114,173,65,46,17
ष्ट्रे,ṣṭre,zwre,416,0.0029,124,201,35,49,7
दीं,dīṃ,dIM,416,0.0029,53,219,76,46,22
षैः,ṣaiḥ,zEH,412,0.0029,26,115,168,63,39
ध्यो,dhyo,Dyo,411,0.0029,73,103,123,84,28
ज्रे,jre,jre,411,0.0029,241,64,37,56,13
स्मे,sme,sme,411,0.0029,329,22,24,30,6
द्धौ,ddhau,dDO,410,0.0029,16,179,95,105,15
क्तुं,ktuṃ,ktuM,410,0.0029,5,196,90,97,22
र्त्म,rtma,rtma,409,0.0029,50,71,201,75,12
द्रां,drāṃ,drAM,408,0.0028,25,109,84,128,62
ह्रि,hri,hri,407,0.0028,139,157,66,38,7
न्त्ये,ntye,ntye,406,0.0028,24,129,127,109,17
ष्मे,ṣme,zme,405,0.0028,62,223,46,62,12
ल्ब,lba,lba,404,0.0028,82,70,93,129,30
र्षो,rṣo,rzo,403,0.0028,8,169,106,105,15
म्रं,mraṃ,mraM,403,0.0028,6,9,32,261,95
ल्यां,lyāṃ,lyAM,402,0.0028,44,66,54,182,56
ढो,ḍho,Qo,402,0.0028,38,144,111,82,27
द्दा,ddā,ddA,399,0.0028,47,81,121,107,42
क्षाः,kṣāḥ,kzAH,399,0.0028,106,138,109,27,19
स्तः,staḥ,staH,398,0.0028,95,114,105,58,25
ग्यं,gyaṃ,gyaM,398,0.0028,17,66,100,134,81
म्नो,mno,mno,398,0.0028,146,118,50,58,26
ष्क्र,ṣkra,zkra,397,0.0028,153,126,82,23,13
दैः,daiḥ,dEH,396,0.0028,20,140,131,74,31
स्वै,svai,svE,396,0.0028,70,120,90,96,20
ब्ध्वा,bdhvā,bDvA,396,0.0028,28,188,104,49,27
र्धि,rdhi,rDi,395,0.0028,53,117,124,68,33
जू,jū,jU,395,0.0028,309,12,29,39,6
द्वृ,dvṛ,dvf,395,0.0028,26,113,116,110,30
र्य्,ry,ry,395,0.0028,297,23,33,27,15
र्त्या,rtyā,rtyA,393,0.0027,165,84,61,61,22
त्रैः,traiḥ,trEH,393,0.0027,56,147,82,70,38
च्छो,ccho,cCo,393,0.0027,61,105,87,116,24
रेः,reḥ,reH,392,0.0027,28,85,121,108,50
डु,ḍu,qu,391,0.0027,176,79,49,64,23
भूः,bhūḥ,BUH,391,0.0027,187,56,55,77,16
षिः,ṣiḥ,ziH,391,0.0027,96,199,57,30,9
ल्ले,lle,lle,390,0.0027,26,151,59,121,33
क्तां,ktāṃ,ktAM,390,0.0027,19,135,123,84,29
र्श्वे,rśve,rSve,390,0.0027,37,119,112,76,46
घे,ghe,Ge,389,0.0027,69,140,90,56,34
खै,khai,KE,389,0.0027,6,182,119,63,19
ङ्के,ṅke,Nke,388,0.0027,17,150,78,115,28
