Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
abhidhāv	Verb	1	Ā	abhyadhāvan	Third	Pl.	"Imperfect ind"	"   22"
abhipad	Verb	4	P.	abhipadyate	Third	Sg.	"Present Ind."	"   22"
abhipūjay	Verb	10	P.	abhyapūjayan	Third	Pl.	"Imperfect ind"	"   22"
deśay	Verb	10	Ā	deśayiṣyati	Third	Sg.	"Future Ind."	"   22"
sah	Verb	1	P.	sahante	Third	Pl.	"Present Ind."	"   22"
abhiplu	Verb	1	Ā	abhipluta			"Past Passive Participle"	"   22"
abhivad	Verb	1	Ā	abhyavadat	Third	Sg.	"Imperfect ind"	"   22"
vṛ	Verb	5	Ā	avṛṇīta	Third	Sg.	"Imperfect ind"	"   22"
lih	Verb	4	P.	līḍhvā			Absolutive	"   22"
hṛṣ	Verb	1	P.	hṛṣyanti	Third	Pl.	"Present Ind."	"   22"
bhās	Verb	1	Ā	babhāse	Third	Sg.	"Perfect Ind."	"   22"
bhāsay	Verb	10	Ā	bhāsayat			"Present Ind."	"   22"
tāray	Verb	10	Ā	tārayati	Third	Sg.	"Present Ind."	"   22"
avaman	Verb	4	P.	avamanyase	Second	Sg.	"Present Ind."	"   22"
avasthā	Verb	1	Ā	avatiṣṭhante	Third	Pl.	"Present Ind."	"   22"
āgam	Verb	6	P.	āgamiṣyāmi	First	Sg.	"Future Ind."	"   22"
āgam	Verb	6	P.	āgantum			Infinitive	"   22"
ācam	Verb	1	Ā	ācāmati	Third	Sg.	"Present Ind."	"   22"
ācar	Verb	1	Ā	ācarati	Third	Sg.	"Present Ind."	"   22"
ādā	Verb	4	Ā	ādatsva	Second	Sg.	"Pres. Imp."	"   22"
āpad	Verb	4	P.	āpatsyate	Third	Sg.	"Future Ind."	"   22"
ārabh	Verb	1	P.	ārabhet	Third	Sg.	"Pres. Potential"	"   22"
āruh	Verb	6	Ā	ārohati	Third	Sg.	"Present Ind."	"   22"
ālabh	Verb	1	P.	ālabhya			Absolutive	"   22"
āśliṣ	Verb	6	P.	āśliṣya			Absolutive	"   22"
svap	Verb	1	Ā	suptvā			Absolutive	"   22"
utkliś	Verb	9	P.	utkliṣṭa			"Past Passive Participle"	"   22"
udīkṣ	Verb	1	P.	udīkṣya			Absolutive	"   22"
udghāṭay	Verb	10	P.	udghāṭita			"Past Passive Participle"	"   22"
yājay	Verb	10	Ā	yājya			"Future passive particle"	"   22"
upadiś	Verb	6	Ā	upadeṣṭavya			"Future passive particle"	"   22"
upabhuj	Verb	1	P.	upabhukta			"Past Passive Participle"	"   22"
upayuj	Verb	7	Ā	upayuñjāna			"Present Ind."	"   22"
upavarṇay	Denom.	0	P.	upavarṇita			"Past Passive Participle"	"   22"
upāp	Verb	5	Ā	upāpta			"Past Passive Participle"	"   22"
upās	Verb	4	P.	upāsya			"Future passive particle"	"   22"
nigrah	Verb	9	Ā	nijagrāha	Third	Sg.	"Perfect Ind."	"   22"
nirdiś	Verb	6	Ā	nirdiśat			"Present Ind."	"   22"
niṣpiṣ	Verb	6	P.	niṣpiṣya			Absolutive	"   22"
parāji	Verb	2	P.	parājitya			Absolutive	"   22"
paryavāp	Verb	5	Ā	paryavāpsyati	Third	Sg.	"Future Ind."	"   22"
paryupasthā	Verb	1	P.	paryupasthita			"Past Passive Participle"	"   22"
praṇam	Verb	1	Ā	praṇamāmi	First	Sg.	"Present Ind."	"   22"
pratikṛ	Verb	8	Ā	pratikṛta			"Past Passive Participle"	"   22"
pratipad	Verb	4	P.	pratipadyeta	Third	Sg.	"Pres. Potential"	"   22"
pratibudh	Verb	4	P.	pratibudhyate	Third	Sg.	"Present Ind."	"   22"
pratīṣ	Verb	6	Ā	pratīccha	Second	Sg.	"Pres. Imp."	"   22"
pratyāsad	Verb	1	P.	pratyāsanna			"Past Passive Participle"	"   22"
pradih	Verb	6	P.	pradigdha			"Past Passive Participle"	"   22"
prapad	Verb	4	P.	prapadya			Absolutive	"   22"
prabrū	Verb	2	Ā	prabravīmi	First	Sg.	"Present Ind."	"   22"
pravac	Verb	2	P.	procya			Absolutive	"   22"
pravac	Verb	2	P.	procyamāna			"Present Passive"	"   22"
praśās	Verb	2	Ā	praśāsat			"Present Ind."	"   22"
prasad	Verb	1	Ā	prasīdatu	Third	Sg.	"Pres. Imp."	"   22"
prasṛp	Verb	1	Ā	prasarpati	Third	Sg.	"Present Ind."	"   22"
prasthā	Verb	1	Ā	prātiṣṭhata	Third	Sg.	"Imperfect ind"	"   22"
prāp	Verb	1	P.	prāpnuyām	First	Sg.	"Pres. Potential"	"   22"
prāś	Verb	1	Ā	prāśīḥ	Second	Sg.	"Aorist Ind. Is."	"   22"
vikṛ	Verb	5	P.	vikurute	Third	Sg.	"Present Ind."	"   22"
vitṛ	Verb	1	Ā	vitīrṇa			"Past Passive Participle"	"   22"
vidhā	Verb	3	Ā	vidadhīta	Third	Sg.	"Pres. Potential"	"   22"
vinidhā	Verb	3	P.	vinihita			"Past Passive Participle"	"   22"
vinind	Verb	1	Ā	vinindya			Absolutive	"   22"
vinirbhid	Verb	7	P.	vinirbhinna			"Past Passive Participle"	"   22"
vimuc	Verb	6	Ā	vimokṣyase	Second	Sg.	"Future Ind."	"   22"
vilag	Verb	1	P.	vilagna			"Past Passive Participle"	"   22"
viśṛ	Verb	4	P.	vyaśīryata	Third	Sg.	"Imperfect Ind. Passive "	"   22"
visṛ	Verb	3	Ā	visṛta			"Past Passive Participle"	"   22"
vihan	Verb	2	Ā	vihanyate	Third	Sg.	"Present Passive"	"   22"
vihṛ	Verb	1	Ā	viharanti	Third	Pl.	"Present Ind."	"   22"
vyāyam	Verb	1	Ā	vyāyata			"Past Passive Participle"	"   22"
śraddhā	Verb	1	P.	śraddheya			"Future passive particle"	"   22"
saṁlī	Verb	4	Ā	saṃlīna			"Past Passive Participle"	"   22"
saṁstambh	Verb	9	Ā	saṃstabhya			Absolutive	"   22"
saṁsmṛ	Verb	1	Ā	saṃsmaret	Third	Sg.	"Pres. Potential"	"   22"
saṁchid	Verb	7	P.	saṃchidya			Absolutive	"   22"
saṁdṛś	Verb	4	Ā	saṃdṛśyante	Third	Pl.	"Present Passive"	"   22"
samāvṛ	Verb	5	P.	samāvṛtya			Absolutive	"   22"
sami	Verb	2	Ā	samita			"Past Passive Participle"	"   22"
samutthā	Verb	1	Ā	samuttasthau	Third	Sg.	"Perfect Ind."	"   22"
samuddhū	Verb	5	P.	samuddhūta			"Past Passive Participle"	"   22"
abhyas	Verb	1	Ā	abhyasyamāna			"Present Passive"	"   22"
vyañj	Verb	7	P.	vyakta			"Past Passive Participle"	"   22"
visarjay	Verb	10	Ā	visarjayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"   22"
śuśrūṣ	Verb	1	P.	śuśrūṣamāṇa			"Present Ind."	"   22"
saṁprakāśay	Verb	10	Ā	saṃprakāśita			"Past Passive Participle"	"   22"
bubhūṣ	Desid.	0	Ā	bubhūṣat			"Present Ind."	"   22"
saṁpeṣay	Verb	10	P.	saṃpeṣya			Absolutive	"   22"
abhipariplu	Verb	1	Ā	abhiparipluta			"Past Passive Participle"	"   22"
vyākhyānay	Denom.	0	P.	vyākhyānayanti	Third	Pl.	"Present Ind."	"   22"
sthagay	Denom.	0	Ā	sthagita			"Past Passive Participle"	"   22"
vivakṣ	Desid.	0	Ā	vivakṣase	Second	Sg.	"Present Ind."	"   22"
mī	Verb	3	P.	minanti	Third	Pl.	"Present Ind."	"   22"
aś	Verb	1	P.	aśyāma	First	Pl.	"Aorist Jus./Sub./Opt/Perf_Opt"	"   21"
īkṣ	Verb	4	P.	īkṣitum			Infinitive	"   21"
kṛ	Verb	2	Ā	karat	Third	Sg.	"Aorist Jus."	"   21"
kṛ	Verb	2	Ā	cakṛma	First	Pl.	"Perfect Ind."	"   21"
krīḍ	Verb	1	Ā	krīḍamāna			"Present Ind."	"   21"
kṣip	Verb	6	Ā	akṣipat	Third	Sg.	"Imperfect ind"	"   21"
khyā	Verb	4	P.	akhyat	Third	Sg.	"Aorist Ind. Them."	"   21"
gam	Verb	6	Ā	gamiṣyatha	Second	Pl.	"Future Ind."	"   21"
gam	Verb	6	Ā	gamyamāna			"Present Passive"	"   21"
gā	Verb	2	P.	gīyamāna			"Present Passive"	"   21"
grah	Verb	6	Ā	gṛhṇīṣva	Second	Sg.	"Pres. Imp."	"   21"
gras	Verb	1	Ā	agrasat	Third	Sg.	"Imperfect ind"	"   21"
car	Verb	1	Ā	careyam	First	Sg.	"Pres. Potential"	"   21"
cintay	Verb	10	Ā	cintyatām	Third	Sg.	"Pres. Imperative Passive"	"   21"
cumb	Verb	1	Ā	cumbita			"Past Passive Participle"	"   21"
ji	Verb	9	P.	jetavya			"Future passive particle"	"   21"
tap	Verb	4	Ā	taptum			Infinitive	"   21"
bhū	Verb	1	Ā	bhavema	First	Pl.	"Pres. Potential"	"   21"
bhū	Verb	1	Ā	abhūma	First	Pl.	"Aorist Ind. Root."	"   21"
nī	Verb	2	P.	anayan	Third	Pl.	"Imperfect ind"	"   21"
yā	Verb	2	Ā	yātum			Infinitive	"   21"
yā	Verb	2	Ā	yātave			Infinitive	"   21"
muc	Verb	6	Ā	muñcatu	Third	Sg.	"Pres. Imp."	"   21"
man	Verb	8	P.	manute	Third	Sg.	"Present Ind."	"   21"
man	Verb	8	P.	manāmahe	First	Pl.	"Aorist Sub."	"   21"
yam	Verb	6	P.	yacchatam	Second	Du.	"Pres. Imp."	"   21"
vid	Verb	2	Ā	vindet	Third	Sg.	"Pres. Potential"	"   21"
bādh	Verb	1	P.	bādhyamāna			"Present Passive"	"   21"
vṛdh	Verb	6	P.	vardhasva	Second	Sg.	"Pres. Imp."	"   21"
sṛ	Verb	3	Ā	sasāra	Third	Sg.	"Perfect Ind."	"   21"
nam	Verb	1	Ā	namet	Third	Sg.	"Pres. Potential"	"   21"
paś	Verb	4	Ā	paśyate	Third	Sg.	"Present Ind."	"   21"
pracch	Verb	1	P.	pṛccheḥ	Second	Sg.	"Pres. Potential"	"   21"
vah	Verb	2	P.	ūhuḥ	Third	Pl.	"Perfect Ind."	"   21"
yaj	Verb	2	P.	yakṣi	Second	Sg.	"Pres. Sub."	"   21"
laṅghay	Verb	10	Ā	laṅghayitvā			Absolutive	"   21"
pāyay	Verb	10	Ā	pāyita			"Past Passive Participle"	"   21"
stu	Verb	1	Ā	stuṣe	Third	Sg.	"Present Ind."	"   21"
sev	Verb	4	P.	sevitum			Infinitive	"   21"
hṛ	Verb	2	P.	hārya			"Future passive particle"	"   21"
adhigam	Verb	1	Ā	adhigamyate	Third	Sg.	"Present Passive"	"   21"
spṛś	Verb	6	Ā	spraṣṭum			Infinitive	"   21"
ropay	Verb	10	Ā	ropayet	Third	Sg.	"Pres. Potential"	"   21"
edh	Verb	1	P.	edhita			"Past Passive Participle"	"   21"
anukīrtay	Verb	10	P.	anukīrtita			"Past Passive Participle"	"   21"
anudhāv	Verb	1	Ā	anudhāvati	Third	Sg.	"Present Ind."	"   21"
paṭh	Verb	1	Ā	paṭhate	Third	Sg.	"Present Ind."	"   21"
pātay	Verb	10	Ā	pātayati	Third	Sg.	"Present Ind."	"   21"
anupaś	Verb	4	Ā	anupaśyāmi	First	Sg.	"Present Ind."	"   21"
anupaś	Verb	4	Ā	anupaśyasi	Second	Sg.	"Present Ind."	"   21"
pālay	Verb	10	Ā	apālayat	Third	Sg.	"Imperfect ind"	"   21"
anupālay	Verb	10	Ā	anupālaya	Second	Sg.	"Pres. Imp."	"   21"
janay	Verb	10	Ā	janayat	Third	Sg.	"Imperfect ind"	"   21"
mud	Verb	1	P.	modante	Third	Pl.	"Present Ind."	"   21"
varjay	Verb	10	Ā	varjayanti	Third	Pl.	"Present Ind."	"   21"
varjay	Verb	10	Ā	varjayat			"Present Ind."	"   21"
stṛ	Verb	5	Ā	stīrṇa			"Past Passive Participle"	"   21"
bodhay	Verb	10	Ā	bodhayet	Third	Sg.	"Pres. Potential"	"   21"
bodhay	Verb	10	Ā	bodhayat			"Present Ind."	"   21"
bhid	Verb	6	P.	bhettum			Infinitive	"   21"
mānay	Verb	10	Ā	mānayitvā			Absolutive	"   21"
ram	Verb	4	Ā	remire	Third	Pl.	"Perfect Ind."	"   21"
ramay	Verb	10	Ā	ramayat			"Present Ind."	"   21"
varṇay	Denom.	0	Ā	avarṇayat	Third	Sg.	"Imperfect ind"	"   21"
vāray	Verb	10	Ā	vārayet	Third	Sg.	"Pres. Potential"	"   21"
smṛ	Verb	1	Ā	smarate	Third	Sg.	"Present Ind."	"   21"
khyāpay	Verb	10	Ā	khyāpita			"Past Passive Participle"	"   21"
av	Verb	1	P.	āvitha	Second	Sg.	"Perfect Ind."	"   21"
dhṛṣ	Verb	1	Ā	dhṛṣat			"Aorist Ind. Them."	"   21"
mṛṣ	Verb	2	P.	mamṛṣe	Third	Sg.	"Perfect Ind."	"   21"
coday	Verb	10	Ā	codayat			"Present Ind."	"   21"
tyaj	Verb	1	Ā	tatyajuḥ	Third	Pl.	"Perfect Ind."	"   21"
abhipūjay	Verb	10	P.	abhyapūjayat	Third	Sg.	"Imperfect ind"	"   21"
deśay	Verb	10	Ā	deśita			"Past Passive Participle"	"   21"
sah	Verb	1	P.	sehe	Third	Sg.	"Perfect Ind."	"   21"
mṛd	Verb	9	Ā	mṛdnat			"Present Ind."	"   21"
rā	Verb	3	Ā	rāsva	Second	Sg.	"Aorist Imp."	"   21"
abhivad	Verb	1	Ā	abhyudita			"Past Passive Participle"	"   21"
vaś	Verb	6	Ā	vaṣṭi	Third	Sg.	"Present Ind."	"   21"
varay	Verb	10	Ā	varayet	Third	Sg.	"Pres. Potential"	"   21"
abhivṛt	Verb	1	Ā	abhivartate	Third	Sg.	"Present Ind."	"   21"
sūday	Verb	10	Ā	sūdita			"Past Passive Participle"	"   21"
sādhay	Verb	10	Ā	sādhaya	Second	Sg.	"Pres. Imp."	"   21"
abhihan	Verb	4	P.	abhihatya			Absolutive	"   21"
avaman	Verb	4	P.	avamata			"Past Passive Participle"	"   21"
ākuñcay	Verb	10	P.	ākuñcita			"Past Passive Participle"	"   21"
ākhyā	Verb	4	P.	ācakhyuḥ	Third	Pl.	"Perfect Ind."	"   21"
ākhyā	Verb	4	P.	ākhyātavat			"Past Active Participle"	"   21"
ājñāpay	Verb	10	Ā	ājñāpita			"Past Passive Participle"	"   21"
ābhāṣ	Verb	1	Ā	ābabhāṣe	Third	Sg.	"Perfect Ind."	"   21"
ārādhay	Verb	10	Ā	ārādhaya	Second	Sg.	"Pres. Imp."	"   21"
lakṣay	Verb	10	Ā	lakṣayitvā			Absolutive	"   21"
āveday	Verb	10	Ā	āvedita			"Past Passive Participle"	"   21"
āhāray	Verb	10	Ā	āhārayat	Third	Sg.	"Imperfect ind"	"   21"
dāhay	Verb	10	P.	dāhayet	Third	Sg.	"Pres. Potential"	"   21"
uttāray	Verb	10	P.	uttārya			Absolutive	"   21"
utpāday	Verb	10	Ā	utpādayanti	Third	Pl.	"Present Ind."	"   21"
udgā	Verb	4	Ā	udgīta			"Past Passive Participle"	"   21"
udbhid	Verb	7	Ā	udbhinna			"Past Passive Participle"	"   21"
mocay	Verb	10	Ā	mocita			"Past Passive Participle"	"   21"
upagam	Verb	6	P.	upāgacchat	Third	Sg.	"Imperfect ind"	"   21"
upanimantray	Denom.	0	Ā	upanimantrita			"Past Passive Participle"	"   21"
uparudh	Verb	1	Ā	uparuddha			"Past Passive Participle"	"   21"
upalip	Verb	6	P.	upalipya			Absolutive	"   21"
upasṛp	Verb	1	Ā	upasarpanti	Third	Pl.	"Present Ind."	"   21"
upādā	Verb	3	Ā	upādatte	Third	Sg.	"Present Ind."	"   21"
upās	Verb	4	P.	upāssva	Second	Sg.	"Pres. Imp."	"   21"
ekīkṛ	Verb	8	P.	ekīkṛta			"Past Passive Participle"	"   21"
niryā	Verb	2	P.	niryāya			Absolutive	"   21"
niṣpat	Verb	1	P.	niṣpapāta	Third	Sg.	"Perfect Ind."	"   21"
parikalpay	Verb	10	Ā	parikalpya			Absolutive	"   21"
paritoṣay	Verb	10	P.	paritoṣita			"Past Passive Participle"	"   21"
paripīḍay	Verb	10	P.	paripīḍita			"Past Passive Participle"	"   21"
paribhū	Verb	1	Ā	paribhūyate	Third	Sg.	"Present Passive"	"   21"
parisru	Verb	1	P.	parisruta			"Past Passive Participle"	"   21"
prakṛ	Verb	8	Ā	prakurvanti	Third	Pl.	"Present Ind."	"   21"
pratan	Verb	8	Ā	pratata			"Past Passive Participle"	"   21"
pratigam	Verb	1	Ā	pratijagmuḥ	Third	Pl.	"Perfect Ind."	"   21"
pratisaṁskṛ	Verb	8	P.	pratisaṃskṛta			"Past Passive Participle"	"   21"
pradā	Verb	3	Ā	pradaduḥ	Third	Pl.	"Perfect Ind."	"   21"
pramṛj	Verb	2	Ā	pramṛṣṭa			"Past Passive Participle"	"   21"
prarud	Verb	2	P.	praruroda	Third	Sg.	"Perfect Ind."	"   21"
pralip	Verb	6	P.	pralipya			Absolutive	"   21"
praśaṁs	Verb	1	Ā	praśaṃsasi	Second	Sg.	"Present Ind."	"   21"
prastu	Verb	6	Ā	prastauti	Third	Sg.	"Present Ind."	"   21"
prāś	Verb	1	Ā	prāśiṣam	First	Sg.	"Aorist Ind. Is."	"   21"
pre	Verb	2	P.	prehi	Second	Sg.	"Pres. Imp."	"   21"
prekṣ	Verb	1	P.	prekṣate	Third	Sg.	"Present Ind."	"   21"
vikalpay	Verb	10	P.	vikalpita			"Past Passive Participle"	"   21"
vijñā	Verb	9	Ā	vijānanti	Third	Pl.	"Present Ind."	"   21"
vinad	Verb	1	Ā	vyanadat	Third	Sg.	"Imperfect ind"	"   21"
vināśay	Verb	10	Ā	vināśayati	Third	Sg.	"Present Ind."	"   21"
viprakṛ	Verb	8	Ā	viprakṛta			"Past Passive Participle"	"   21"
vipramuc	Verb	6	Ā	vipramukta			"Past Passive Participle"	"   21"
viyuj	Verb	4	P.	viyujyate	Third	Sg.	"Present Passive"	"   21"
saṁvad	Verb	1	Ā	saṃvadat			"Present Ind."	"   21"
saṁviś	Verb	6	Ā	saṃviṣṭa			"Past Passive Participle"	"   21"
saṁśam	Verb	4	P.	saṃśānta			"Past Passive Participle"	"   21"
saṁsthā	Verb	1	Ā	saṃtiṣṭhate	Third	Sg.	"Present Ind."	"   21"
saṁsveday	Verb	10	P.	saṃsvedya			Absolutive	"   21"
saṁhṛ	Verb	1	Ā	saṃjahāra	Third	Sg.	"Perfect Ind."	"   21"
saṁchāday	Verb	10	P.	saṃchādya			Absolutive	"   21"
saṁnivāray	Verb	10	P.	saṃnivārya			Absolutive	"   21"
samāśliṣ	Verb	6	P.	samāśliṣya			Absolutive	"   21"
samāsañj	Verb	1	Ā	samāsakta			"Past Passive Participle"	"   21"
sami	Verb	2	Ā	samīyatuḥ	Third	Du.	"Perfect Ind."	"   21"
sampat	Verb	1	Ā	saṃpetuḥ	Third	Pl.	"Perfect Ind."	"   21"
sampiṣ	Verb	6	P.	sampiṣya			Absolutive	"   21"
mokṣay	Verb	10	Ā	mokṣayet	Third	Sg.	"Pres. Potential"	"   21"
vicyu	Verb	1	P.	vicyuta			"Past Passive Participle"	"   21"
vidṛ	Verb	4	P.	vidīryate	Third	Sg.	"Present Passive"	"   21"
vikatth	Verb	1	P.	vikatthase	Second	Sg.	"Present Ind."	"   21"
niṣṭan	Verb	1	P.	niṣṭanat			"Present Ind."	"   21"
ādih	Verb	6	P.	ādigdha			"Past Passive Participle"	"   21"
roṣay	Verb	10	Ā	roṣita			"Past Passive Participle"	"   21"
adhivah	Verb	4	P.	adhyūḍha			"Past Passive Participle"	"   21"
mah	Verb	1	P.	māmahantām	Third	Pl.	"Perfect Imp"	"   21"
arc	Verb	1	Ā	arcya			"Future passive particle"	"   20"
āp	Verb	1	P.	āpnuvan	Third	Pl.	"Imperfect ind"	"   20"
indh	Verb	2	Ā	idhāna			"Aorist Ind. Them."	"   20"
kāṅkṣ	Verb	2	Ā	kāṅkṣati	Third	Sg.	"Present Ind."	"   20"
kāṅkṣ	Verb	2	Ā	kāṅkṣat			"Present Ind."	"   20"
kāṅkṣ	Verb	2	Ā	kāṅkṣamāṇa			"Present Ind."	"   20"
kuṭṭay	Verb	10	Ā	kuṭṭita			"Past Passive Participle"	"   20"
kṛ	Verb	2	Ā	akaravam	First	Sg.	"Imperfect ind"	"   20"
kṛ	Verb	2	Ā	cakrathuḥ	Second	Du.	"Perfect Ind."	"   20"
kṛ	Verb	2	Ā	kṛṇuhi	Second	Sg.	"Pres. Imp."	"   20"
kṛ	Verb	2	Ā	karaḥ	Second	Sg.	"Aorist Sub."	"   20"
kṛṣ	Verb	6	Ā	cakarṣa	Third	Sg.	"Perfect Ind."	"   20"
kram	Verb	4	P.	akramīt	Third	Sg.	"Aorist Ind. Is."	"   20"
kṣip	Verb	6	Ā	kṣipanti	Third	Pl.	"Present Ind."	"   20"
gam	Verb	6	Ā	gacchāvaḥ	First	Du.	"Present Ind."	"   20"
gam	Verb	6	Ā	gamiṣye	First	Sg.	"Future Ind."	"   20"
gam	Verb	6	Ā	gacchan	Third	Pl.	"Imperfect ind"	"   20"
gāh	Verb	1	P.	gāhamāna			"Present Ind."	"   20"
gras	Verb	1	Ā	grasita			"Past Passive Participle"	"   20"
cintay	Verb	10	Ā	cintayati	Third	Sg.	"Present Ind."	"   20"
jñā	Verb	4	Ā	jānīyāḥ	Second	Sg.	"Pres. Potential"	"   20"
takṣ	Verb	1	P.	taṣṭa			"Past Passive Participle"	"   20"
bhū	Verb	1	Ā	babhūtha	Second	Sg.	"Perfect Ind."	"   20"
bhū	Verb	1	Ā	bhavate	Third	Sg.	"Present Ind."	"   20"
bhū	Verb	1	Ā	bhavāti	Third	Sg.	"Pres. Sub."	"   20"
nī	Verb	2	P.	nayasva	Second	Sg.	"Pres. Imp."	"   20"
pat	Verb	1	Ā	petatuḥ	Third	Du.	"Perfect Ind."	"   20"
vṛt	Verb	3	P.	avartanta	Third	Pl.	"Imperfect ind"	"   20"
han	Verb	6	P.	hate	Third	Sg.	"Present Ind."	"   20"
nṛt	Verb	4	Ā	nṛtyati	Third	Sg.	"Present Ind."	"   20"
man	Verb	8	P.	manyāmahe	First	Pl.	"Present Ind."	"   20"
man	Verb	8	P.	manyadhve	Second	Pl.	"Present Ind."	"   20"
yam	Verb	6	P.	yacchanti	Third	Pl.	"Present Ind."	"   20"
yam	Verb	6	P.	yacchata	Second	Pl.	"Pres. Imp."	"   20"
vid	Verb	2	Ā	avindan	Third	Pl.	"Imperfect ind"	"   20"
dhā	Verb	1	P.	dadhāni	First	Sg.	"Pres. Imp."	"   20"
dhā	Verb	1	P.	dhāḥ	Second	Sg.	"Aorist Sub."	"   20"
śī	Verb	1	Ā	śiśye	Third	Sg.	"Perfect Ind."	"   20"
sṛp	Verb	1	Ā	sarpanti	Third	Pl.	"Present Ind."	"   20"
dā	Verb	1	Ā	dāsye	First	Sg.	"Future Ind."	"   20"
dā	Verb	1	Ā	dadmi	First	Sg.	"Present Ind."	"   20"
dhyā	Verb	3	Ā	dhyāyamāna			"Present Passive"	"   20"
nam	Verb	1	Ā	namanti	Third	Pl.	"Present Ind."	"   20"
nud	Verb	2	P.	nudasva	Second	Sg.	"Pres. Imp."	"   20"
pā	Verb	1	Ā	pātam	Second	Du.	"Aorist Imp."	"   20"
pracch	Verb	1	P.	apṛccham	First	Sg.	"Imperfect ind"	"   20"
vah	Verb	2	P.	vahāmi	First	Sg.	"Present Ind."	"   20"
śaṁs	Verb	2	Ā	śaṃsasi	Second	Sg.	"Present Ind."	"   20"
śru	Verb	4	P.	śrudhi	Second	Sg.	"Aorist Imp."	"   20"
bhṛ	Verb	1	Ā	bharata	Second	Pl.	"Pres. Imp."	"   20"
laṅgh	Verb	1	Ā	laṅghya			"Future passive particle"	"   20"
śubh	Verb	6	Ā	aśobhanta	Third	Pl.	"Imperfect ind"	"   20"
stu	Verb	1	Ā	stotum			Infinitive	"   20"
sṛj	Verb	2	P.	sṛjāmi	First	Sg.	"Present Ind."	"   20"
sṛj	Verb	2	P.	sṛjet	Third	Sg.	"Pres. Potential"	"   20"
sṛj	Verb	2	P.	sṛjat	Third	Sg.	"Imperfect ind"	"   20"
sṛj	Verb	2	P.	asṛkṣata	Third	Pl.	"Aorist Ind. S."	"   20"
hṛ	Verb	2	P.	hṛtavat			"Past Active Participle"	"   20"
dham	Verb	1	Ā	dadhmau	Third	Sg.	"Perfect Ind."	"   20"
adhyāpay	Verb	10	Ā	adhyāpayet	Third	Sg.	"Pres. Potential"	"   20"
adhyāpay	Verb	10	Ā	adhyāpayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"   20"
adhyās	Verb	2	P.	adhyāsita			"Past Passive Participle"	"   20"
kīrtay	Verb	10	Ā	kīrtayanti	Third	Pl.	"Present Ind."	"   20"
jīvay	Verb	10	Ā	jīvayati	Third	Sg.	"Present Ind."	"   20"
nad	Verb	1	Ā	nadanti	Third	Pl.	"Present Ind."	"   20"
anupālay	Verb	10	Ā	anupālayat			"Present Ind."	"   20"
budh	Verb	1	Ā	budhyate	Third	Sg.	"Present Passive"	"   20"
bheday	Verb	10	Ā	bhedayet	Third	Sg.	"Pres. Potential"	"   20"
bhrāj	Verb	1	P.	bhrājat			"Present Ind."	"   20"
mṛ	Verb	4	Ā	mariṣyāmi	First	Sg.	"Future Ind."	"   20"
mṛ	Verb	4	Ā	mariṣyati	Third	Sg.	"Future Ind."	"   20"
anuvraj	Verb	1	Ā	anuvrajet	Third	Sg.	"Pres. Potential"	"   20"
sidh	Verb	4	Ā	sidhyate	Third	Sg.	"Present Ind."	"   20"
anvīkṣ	Verb	4	P.	anvīkṣya			Absolutive	"   20"
tarpay	Verb	10	Ā	tarpayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"   20"
apanī	Verb	1	Ā	apanayet	Third	Sg.	"Pres. Potential"	"   20"
likh	Verb	6	Ā	likhiṣyanti	Third	Pl.	"Future Ind."	"   20"
vadh	Verb	4	P.	vadhyante	Third	Pl.	"Present Passive"	"   20"
vadh	Verb	4	P.	vadhyat			"Present Ind."	"   20"
has	Verb	1	Ā	hasati	Third	Sg.	"Present Ind."	"   20"
hi	Verb	5	Ā	hita			"Past Passive Participle"	"   20"
śṛ	Verb	9	Ā	śīryate	Third	Sg.	"Present Passive"	"   20"
duh	Verb	4	Ā	duhāna			"Present Ind."	"   20"
abhidhyai	Verb	2	Ā	abhidhyāyat			"Present Ind."	"   20"
pīḍay	Verb	10	Ā	pīḍayati	Third	Sg.	"Present Ind."	"   20"
abhipūjay	Verb	10	P.	abhipūjayet	Third	Sg.	"Pres. Potential"	"   20"
abhipraṇam	Verb	1	P.	abhipraṇamya			Absolutive	"   20"
sah	Verb	1	P.	soḍha			"Past Passive Participle"	"   20"
abhimṛś	Verb	6	Ā	abhimṛśet	Third	Sg.	"Pres. Potential"	"   20"
abhiyuj	Verb	7	Ā	abhyayuñjata	Third	Pl.	"Imperfect ind"	"   20"
yudh	Verb	2	P.	yuyudhuḥ	Third	Pl.	"Perfect Ind."	"   20"
abhiruh	Verb	6	Ā	abhiruhya			Absolutive	"   20"
vaś	Verb	6	Ā	vāvaśāna			"Perfect Ind."	"   20"
vṛ	Verb	5	Ā	vṛṇomi	First	Sg.	"Present Ind."	"   20"
sāntvay	Denom.	0	Ā	sāntvita			"Past Passive Participle"	"   20"
nind	Verb	1	Ā	nindati	Third	Sg.	"Present Ind."	"   20"
lamb	Verb	1	P.	lambate	Third	Sg.	"Present Ind."	"   20"
avacūrṇay	Denom.	0	P.	avacūrṇita			"Past Passive Participle"	"   20"
avatṛ	Verb	6	P.	avatara	Second	Sg.	"Pres. Imp."	"   20"
